"0","storms$name
"
"1","   [1]"
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1","
"
"1","   [8]"
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1","
"
"1","  [15]"
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1","
"
"1","  [22]"
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1","
"
"1","  [29]"
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Allison  "
"1"," Barry    "
"1"," Barry    "
"1","
"
"1","  [36]"
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1","
"
"1","  [43]"
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1","
"
"1","  [50]"
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Barry    "
"1"," Chantal  "
"1"," Chantal  "
"1","
"
"1","  [57]"
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1","
"
"1","  [64]"
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1","
"
"1","  [71]"
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1","
"
"1","  [78]"
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1","
"
"1","  [85]"
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1","
"
"1","  [92]"
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Chantal  "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1","
"
"1","  [99]"
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1","
"
"1"," [106]"
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1","
"
"1"," [113]"
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Dean     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1","
"
"1"," [120]"
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1","
"
"1"," [127]"
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1","
"
"1"," [134]"
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1","
"
"1"," [141]"
"1"," Erin     "
"1"," Erin     "
"1"," Erin     "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [148]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [155]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [162]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [169]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [176]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [183]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [190]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [197]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [204]"
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1"," Felix    "
"1","
"
"1"," [211]"
"1"," Felix    "
"1"," Felix    "
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Gabrielle"
"1","
"
"1"," [218]"
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Gabrielle"
"1"," Humberto "
"1"," Humberto "
"1","
"
"1"," [225]"
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1","
"
"1"," [232]"
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1","
"
"1"," [239]"
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1","
"
"1"," [246]"
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1","
"
"1"," [253]"
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1","
"
"1"," [260]"
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Humberto "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1","
"
"1"," [267]"
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1","
"
"1"," [274]"
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1","
"
"1"," [281]"
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
"1"," Iris     "
