"Population","Values"
"A",14.3947523169101
"A",9.72735747879371
"A",10.6462967618412
"A",8.75984414478319
"A",6.79930386633449
"A",9.71450257522521
"A",12.8506715101128
"A",8.15058764571191
"A",7.54019830928771
"A",11.7852272880938
"A",9.40421292937635
"A",12.2148161326306
"A",6.80593077704327
"A",13.8320659984497
"A",9.50001384521294
"A",7.89954496744525
"A",11.1376569958125
"A",12.6176674034088
"A",10.8037643727319
"A",12.3262844046293
"A",11.7370689060092
"A",8.40281000612926
"A",10.272442815718
"A",9.69495080712709
"A",7.69609516228248
"A",11.1677543102812
"A",10.1566475481904
"A",11.0162481820755
"A",10.2603316578679
"A",10.6558160172569
"A",9.36779449440293
"A",9.85780954483727
"A",10.0593660023773
"A",11.8030270386544
"A",13.0144041298436
"A",8.75845163611837
"A",10.0814087559672
"A",11.9097675686394
"A",9.7278139945104
"A",15.2435129901162
"A",8.66492951252829
"A",9.62967922290226
"A",8.90264631304168
"A",7.35863169452169
"A",9.69687109783092
"A",9.23394339541405
"A",7.82874867999109
"A",5.77164869966726
"A",11.7668200688388
"A",13.3880542311714
"A",10.7170789736595
"A",9.53876433335311
"A",7.5093836919566
"A",9.99605052313877
"A",11.9313564548947
"A",10.2305737350308
"A",10.3710647470826
"A",9.9597249278559
"A",10.9761318106417
"A",8.3544353328326
"A",9.15011377965426
"A",9.71140622464399
"A",12.0409374566607
"A",10.7557655052571
"A",5.78953557950089
"A",8.14915388005212
"A",9.65753383568511
"A",13.0777044702927
"A",12.2195281413011
"A",12.0265544140564
"A",10.2094263894764
"A",12.6276868683206
"A",10.1068495209128
"A",7.60630901647084
"A",9.35168482072331
"A",11.5241869897202
"A",13.5967745332384
"A",5.93959947664942
"A",6.85428139768569
"A",11.4550431237046
"A",9.91741702691072
"A",7.62687101160207
"A",9.31688654138836
"A",12.6417452352755
"A",8.45606958287865
"A",10.6775195569724
"A",7.26425328817007
"A",9.73072946343516
"A",10.8031858808493
"A",11.9699950773528
"A",9.52244358536641
"A",9.50089377225009
"A",7.35591246892021
"A",5.72305599438905
"A",11.865199098416
"A",9.85355993737543
"A",7.90049651793064
"A",11.4483186037599
"A",13.3720910646113
"A",10.6613470972041
"A",12.3355915556348
"A",9.98936525144334
"A",9.13880463462165
"A",8.06137080130955
"A",10.7149226622608
"A",10.4879596803728
"A",8.32766910017911
"A",10.4989304513674
"A",12.2088348199846
"A",11.1076715653436
"A",7.90681648012184
"A",9.05313977168189
"A",5.2407095716238
"A",8.99928070858122
"A",12.0257587681406
"A",10.2469595121215
"A",7.61246989674626
"A",9.14441075893006
"A",12.3279642668786
"A",5.64482948216632
"A",8.15550112227016
"A",11.2934711882745
"A",10.1703540537806
"A",12.0222083792859
"A",10.1429898683204
"A",13.1665999861246
"A",5.78986742128406
"A",10.4292529118563
"A",12.1110951432968
"A",8.91032225521467
"A",6.74737316681968
"A",10.8120167721959
"A",10.1037665366176
"A",9.58202212517351
"A",11.6852150121413
"A",8.84510171583132
