"Population","Values"
"A",10.4147172174998
"A",11.5651870899489
"A",9.52863114735854
"A",5.47875283980566
"A",8.80878095160463
"A",10.1397891766731
"A",11.5256755741978
"A",9.61764448025649
"A",7.72008350310889
"A",5.88807945161932
"A",6.73932422217868
"A",18.3337983473968
"A",7.24186236142929
"A",12.6197753323625
"A",5.70588230511573
"A",6.99807272335908
"A",11.3701768134385
"A",4.81378557570074
"A",4.0507536353276
"A",7.33726327823063
"A",9.17959528067118
"A",8.1470333310941
"A",7.43804614603533
"A",19.3347052642424
"A",4.25737768004354
"A",1.21540254632439
"A",1.54343498448219
"A",7.88312210341729
"A",6.35163142114959
"A",3.25799731652917
"A",11.5784420678272
"A",14.0844564659336
"A",4.76158785025236
"A",12.1688838367651
"A",13.2814796275917
"A",14.0370919532781
"A",11.2581869932181
"A",11.801010078187
"A",14.2497746378886
"A",8.82042068392581
"A",16.3805627451824
"A",9.07094849038902
"A",1.84214324253624
"A",8.86418292214683
"A",16.7467716113944
"A",12.3004605954328
"A",6.37391216065109
"A",8.8205695705951
"A",8.26741130873164
"A",8.57279032763006
"A",4.2902068952695
"A",19.3459459646976
"A",5.28395500710095
"A",13.9904267453889
"A",12.8598966438587
"A",4.98530959932971
"A",8.97159427684013
"A",11.2831713166103
"A",17.0178216851501
"A",10.3902316543163
"A",6.8829937385954
"A",10.1726634552695
"A",13.6250859823333
"A",11.4761264379097
"A",14.4256876587804
"A",1.86948642738158
"A",9.64199837798426
"A",8.11862598093004
"A",14.9201802593364
"A",6.37283904034236
"A",7.91917603371239
"A",7.13536385516146
"A",7.54839288026569
"A",1.86761908282555
"A",9.38289339269422
"A",9.86679728977083
"A",2.78025410748591
"A",9.65257952121883
"A",11.0806514487156
"A",8.20983948098388
"A",11.4883438473032
"A",6.06521576324426
"A",6.03937150794409
"A",11.9884480408098
"A",18.9640439911357
"A",12.3784854955414
"A",12.7040537137929
"A",2.8423586381033
"A",6.37159833030412
"A",7.12770352625899
"A",13.5468092333326
"A",13.7033495193594
"A",7.29105834597609
"A",7.95908557700969
"A",13.5515655753957
"A",12.7988776480394
"A",7.97368076504674
"A",11.894032106306
"A",11.9571840861798
"A",7.56995736307779
"A",20.3396132433152
"A",11.0234050130982
"A",5.71369790231417
"A",7.35829835991846
"A",11.7047021295561
"A",8.68766004406431
"A",14.946240904205
