"Population","Values"
"A",0.617152208018315
"A",0.675182002016998
"A",0.81761943242142
"A",0.701917640278766
"A",0.789515125775856
"A",0.778375327378696
"A",0.760486364829889
"A",0.731560366426958
"A",1.3615699379508
"A",0.917403003538332
"A",0.920523139618658
"A",0.539502979289166
"A",0.846084447540455
"A",0.872092884242269
"A",1.26695377308544
"A",0.846314764837272
"A",0.951919021528356
"A",1.19788228631396
"A",0.82831733377522
"A",0.92125180863694
"A",0.958465384808812
"A",0.689826010087794
"A",1.24707473843955
"A",0.670321378498518
"A",0.784900414140695
"A",0.66012425185483
"A",1.66853431006278
"A",1.15921381124147
"A",0.986679576181037
"A",1.17022575430839
"A",1.12867114975839
"A",1.18455798726608
"A",2.21824530322804
"A",0.758027540655072
"A",1.29521231650285
"A",0.713385851204875
"A",1.23072672049405
"A",1.21311591930005
"A",0.870245162886881
"A",0.547648900337035
"A",1.06241948188276
"A",1.36771360915792
"A",0.862936536016013
"A",1.19985913435141
"A",0.893833601781958
"A",1.00330480654396
"A",0.587838815634121
"A",0.946941778736886
"A",2.27203855818685
"A",0.831909693229643
"A",0.723751272144959
"A",1.00674588198784
"A",0.431815886914116
"A",0.982019044810954
"A",0.798193901629395
"A",0.980533588028873
"A",0.856841396324532
"A",0.58884593093946
"A",0.559212340594316
"A",1.04055934588386
"A",0.815785474487004
"A",1.04836120957233
"A",0.699402606731742
"A",0.775671091536884
"A",1.35266465758306
"A",0.666056311668294
"A",0.87505658645861
"A",1.23250922525342
"A",1.21059132153059
"A",0.828587983219588
"A",0.862425162145126
"A",0.628285297560352
"A",1.02020899033649
"A",1.23550855258068
"A",0.660519236250466
"A",0.954343462167427
"A",0.938206689787379
"A",0.91166926126885
"A",0.865985084313038
"A",0.962568424852234
"A",0.823958637539025
"A",1.00266805986761
"A",0.599457013146827
"A",1.35024285106648
"A",0.976008851210415
"A",0.763737249146574
"A",1.04892915340139
"A",0.828033414430759
"A",0.917443000516451
"A",0.881140464764356
"A",0.904931441024917
"A",0.758648401065081
"A",0.944968977245625
"A",0.749419377585062
"A",0.883342715485762
"A",0.880454283919955
"A",0.705836791010848
"A",0.627879395518447
"A",1.09333737736734
"A",0.92146589178204
"A",0.837182345533078
"A",0.799749970514565
"A",1.40692864128878
"A",0.951524823876785
"A",0.921626448109083
"A",0.719913753872186
"A",0.602997448531539
"A",0.826871261128578
"A",0.876937264703917
"A",1.19179461646725
"A",0.451655349102679
"A",0.80308959485676
"A",1.11724773904809
"A",0.994552811003537
"A",0.812864676279412
"A",1.13533809405414
"A",1.22408483368574
"A",0.776023304702995
"A",1.05031948260606
"A",1.36521503211497
"A",0.605118956019636
"A",0.700814400073228
"A",1.12881474729364
"A",1.37746518270914
"A",1.24907750537624
"A",0.985371408162487
"A",0.945094569300707
"A",0.718174756353236
"A",0.784397788619374
"A",0.906274004655008
"A",0.88564801555428
"A",0.575074995428669
"A",0.618510329801006
"A",0.86232831761029
"A",1.31456926707697
"A",0.734449333761786
"A",0.779479307250132
"A",0.99398962245116
"A",0.633670136261275
"A",1.06457866469799
"A",1.18777877419139
"A",1.76339201447854
"A",1.30829832306126
"A",0.811222219665405
"A",0.836711763085908
"A",1.31777879403005
"A",1.20619626108884
"A",0.895909076021113
"A",0.675047419824156
"A",0.946599203666716
"A",1.2585012703845
"A",0.894261411568468
"A",0.812307814991377
"A",0.696914822069532
"A",0.986446456265245
"A",0.932303473046915
"A",1.20129403977175
"A",0.650070731797727
"A",0.666753097028081
"A",0.74978048795463
"A",1.36757689296557
"A",1.2247915412608
"A",0.699157247742974
"A",0.651820600012898
"A",1.0058386187204
"A",1.46456252287303
"A",1.14110195672781
"A",0.6231204148151
"A",1.37180783302543
"A",1.13874676873823
"A",0.606799794175066
"A",0.687601846254684
"A",0.96168773003402
"A",1.66915973634401
"A",0.872467630787247
"A",0.982465458020247
"A",0.841290381077004
"A",0.849628013076734
"A",0.681415699867581
"A",0.959379341915249
"A",0.8153259148459
"A",0.984900692262568
"A",0.7710743528554
"A",0.613478226289898
"A",0.870552896687674
"A",0.9100403387262
"A",0.721034641222234
"A",1.55512934119513
"A",1.3911429189665
"A",0.911827541384557
"A",0.755399052715947
"A",0.833655257973495
"A",1.90749388649428
"A",0.988626605961262
"A",1.48499649293657
"A",1.14799304935242
"A",0.57272416531083
"A",0.837449719386278
"A",0.735552576150779
"A",1.26513754491083
"A",1.19328277457632
"A",1.20979461550308
"A",0.996869249189273
"A",0.725598898023907
"A",0.964911665528781
"A",1.25280531678857
"A",1.1258486151094
"A",1.64608706086109
"A",1.07020969489248
"A",1.30938698814535
"A",0.958098245653316
"A",0.813479269717002
"A",0.796390839254005
"A",0.645570979421453
"A",0.928359120053024
"A",1.62915997345949
"A",1.30116226963682
"A",1.16829648843209
"A",1.0964016850112
"A",0.901856559917568
"A",0.724146225520081
"A",1.56170478829484
"A",1.34269488209567
"A",0.646561114819453
"A",1.02782024709785
"A",1.06473741151717
"A",1.01987484142721
"A",0.844740335047777
"A",0.9585851738099
"A",1.30548373382118
"A",1.48092775511126
"A",0.644673829793553
"A",0.843289363665549
"A",1.06918438642109
"A",0.972723642271402
"A",0.975308781384263
"A",1.01710796530191
"A",0.577643731728254
"A",1.27918858611418
"A",1.36667884159901
"A",1.20742993338741
"A",1.21101869925951
"A",0.745129960239612
"A",0.56141199585724
"A",1.35246564580055
"A",1.12714574079717
"A",0.974351074881137
"A",0.928735047704163
"A",1.07708659191145
"A",1.09538848386481
"A",1.18426435873212
"A",1.20609008055442
"A",0.77429812857143
"A",1.18330201176886
"A",0.856785294078082
"A",0.895400751803363
"A",1.36713639722745
"A",0.761736631730083
"A",1.12987336708226
"A",1.10802199559856
"A",0.616894997015806
"A",1.30919927849484
"A",0.934125056959747
"A",1.80929807032701
"A",1.44493838508954
"A",1.08649216983589
"A",1.04500326376165
"A",0.541488119579681
"A",1.1953427097717
"A",0.801902380862703
"A",0.925290477759959
"A",0.906751411232955
"A",1.24305800691522
"A",1.70177774401709
"A",1.3758270733094
"A",0.749798305575542
"A",0.853024237936156
"A",0.779882640692954
"A",1.40648723954375
"A",1.55419549288104
"A",1.57204004551121
"A",1.31599057796408
"A",1.1228135051802
"A",0.894416623883671
"A",1.10776413465011
"A",0.766188550445972
"A",0.678219519962255
"A",0.71635540942008
"A",0.680627390681002
"A",0.908501171147269
"A",1.07787242602954
"A",0.654860698311215
"A",0.726545775190393
"A",0.65346685491969
"A",0.905832549737757
"A",0.615739431962213
"A",0.837051844971431
"A",1.44208338994601
"A",0.890343412370963
"A",1.76326654699273
"A",1.19047778302576
"A",0.842741980340171
"A",1.13887836394438
"A",1.04743264442148
"A",1.348643429741
"A",0.46292528873709
"A",1.18871462961067
"A",1.1952512330301
"A",1.03872533314872
"A",1.63446749086751
"A",0.830907780868497
"A",1.00333198609242
"A",1.14324955345699
"A",0.899523621032876
"A",0.732973284706932
"A",0.780508084540369
"A",0.825569165134987
"A",1.09606019087744
"A",1.31254049489798
"A",1.32035659763513
"A",0.713279925034388
"A",1.20383183880923
"A",1.61506187468645
"A",0.811512604910601
"A",0.647571470125142
"A",1.67220238602256
"A",1.19649750315644
"A",0.852938563029316
"A",0.894478247534124
"A",1.07268480676754
"A",1.21048920298721
"A",0.600488584171594
"A",0.918571486624379
"A",0.88275274906917
"A",1.56807458438395
"A",1.67118058352826
"A",0.584084417554565
"A",1.21455819139567
"A",1.06622169214368
"A",0.828288629789511
"A",1.13612591146599
"A",0.761126837818989
"A",0.812596498071162
"A",0.832198975058558
"A",0.782556774735991
"A",1.26849089986206
"A",0.74922588834686
"A",0.600456957680434
"A",1.55974895655433
"A",1.4908296643718
"A",0.918893151610423
"A",0.524299223571791
"A",1.08801461313502
"A",0.971565737265598
"A",0.538926280956518
"A",0.852813915199709
"A",0.881086425618784
"A",1.36902506311012
"A",1.08553472785215
"A",0.943414251535164
"A",0.65370749256281
"A",1.5650376180518
"A",0.811965991617336
"A",0.610777944112582
"A",0.736627860016217
"A",0.698871210962047
"A",0.722165198951774
"A",0.890333102339619
"A",1.8233661177847
"A",0.561244919116294
"A",1.31140341692972
"A",1.06453470901396
"A",1.53338706787907
"A",1.35988321366822
"A",0.737457785876302
"A",1.08443060039235
"A",1.14065774123883
"A",1.0210777379956
"A",1.131983330855
"A",1.18277740030671
"A",0.915633130447362
"A",0.937675177178423
"A",1.71673755509747
"A",1.42490264772277
"A",0.711186765651341
"A",1.20763819305277
"A",0.895617508554276
"A",1.18718424398362
"A",1.11475636377107
"A",0.810421157326106
"A",0.792271150036906
"A",0.974325070284251
"A",0.980993396672865
"A",1.31973748809281
"A",1.32901871005233
"A",0.685845751451152
"A",0.711457002559909
"A",1.27968949336201
"A",0.739366881592424
"A",0.788839424830547
"A",0.742698962276859
"A",0.734126924367147
"A",0.978744220188412
"A",0.674495238725508
"A",1.79650692201476
"A",0.653353330201387
"A",0.759174873417764
"A",1.19874328507396
"A",0.885959188541179
"A",0.994768928201579
"A",1.34149270895671
"A",1.18054731882393
"A",0.81139714023442
"A",0.618076554772161
"A",1.23217932805745
"A",1.3180285499427
"A",1.00861155786717
"A",0.986988004784546
"A",1.04029074544753
"A",1.22605745461856
"A",1.57985090341695
"A",0.842552346492497
"A",1.01805394714744
"A",1.19342803582735
"A",1.03579242768118
"A",0.894796229946796
"A",0.914439823846962
"A",1.34230341070478
"A",0.921895364833504
"A",1.1097290399955
"A",1.39861759299335
"A",1.05704619699492
"A",1.1307919612087
"A",1.3198466655158
"A",0.676786178911196
"A",1.66522149796794
"A",0.744216104841507
"A",1.19845603542083
"A",0.855161983530955
"A",1.33051628590537
